n-gram,next_word,freq
"(106, 2, 1, 423)",99,1
"(2, 1, 423, 99)",2,1
"(8, 11, 24, 2104)",70,1
"(11, 24, 2104, 70)",4,1
"(24, 2104, 70, 4)",98,1
"(2104, 70, 4, 98)",3,1
"(70, 4, 98, 3)",7,1
"(4, 98, 3, 7)",12,1
"(98, 3, 7, 12)",215,1
"(3, 7, 12, 215)",1,1
"(7, 12, 215, 1)",423,1
"(12, 215, 1, 423)",789,1
"(215, 1, 423, 789)",161,1
"(1, 423, 789, 161)",3,1
"(423, 789, 161, 3)",872,1
"(789, 161, 3, 872)",1646,1
"(161, 3, 872, 1646)",118,1
"(3, 872, 1646, 118)",38,1
"(872, 1646, 118, 38)",790,1
"(1646, 118, 38, 790)",220,1
"(118, 38, 790, 220)",2,1
"(38, 790, 220, 2)",1,1
"(2114, 4, 92, 2)",38,1
"(4, 92, 2, 38)",590,1
"(92, 2, 38, 590)",1647,1
"(2, 38, 590, 1647)",1,1
"(38, 590, 1647, 1)",134,1
"(590, 1647, 1, 134)",11,1
"(1647, 1, 134, 11)",883,1
"(1, 134, 11, 883)",6,1
"(134, 11, 883, 6)",42,1
"(11, 883, 6, 42)",1173,1
"(883, 6, 42, 1173)",2,1
"(98, 28, 2979, 1)",2115,1
"(28, 2979, 1, 2115)",1174,1
"(2979, 1, 2115, 1174)",1349,1
"(1, 2115, 1174, 1349)",9,1
"(2115, 1174, 1349, 9)",2980,1
"(1174, 1349, 9, 2980)",45,1
"(1349, 9, 2980, 45)",31,1
"(9, 2980, 45, 31)",2,1
"(2980, 45, 31, 2)",53,1
"(45, 31, 2, 53)",404,1
"(31, 2, 53, 404)",3,1
"(2, 53, 404, 3)",109,1
"(53, 404, 3, 109)",28,1
"(404, 3, 109, 28)",57,1
"(3, 109, 28, 57)",2,1
"(109, 28, 57, 2)",1,1
"(28, 57, 2, 1)",2981,1
"(57, 2, 1, 2981)",530,1
"(2, 1, 2981, 530)",1012,1
"(1, 2981, 530, 1012)",5,1
"(2981, 530, 1012, 5)",1,1
"(530, 1012, 5, 1)",1175,1
"(1648, 330, 3, 1)",2982,1
"(330, 3, 1, 2982)",2983,1
"(3, 1, 2982, 2983)",41,1
"(1, 2982, 2983, 41)",18,1
"(2982, 2983, 41, 18)",1338,1
"(2983, 41, 18, 1338)",15,1
"(41, 18, 1338, 15)",119,1
"(18, 1338, 15, 119)",15,1
"(1338, 15, 119, 15)",89,1
"(15, 119, 15, 89)",3,1
"(119, 15, 89, 3)",1,1
"(15, 89, 3, 1)",99,1
"(89, 3, 1, 99)",13,1
"(3, 1, 99, 13)",2984,1
"(1, 99, 13, 2984)",310,1
"(99, 13, 2984, 310)",3,1
"(13, 2984, 310, 3)",116,1
"(2984, 310, 3, 116)",124,1
"(310, 3, 116, 124)",3,1
"(3, 116, 124, 3)",33,1
"(116, 124, 3, 33)",167,1
"(124, 3, 33, 167)",45,1
"(3, 33, 167, 45)",496,1
"(33, 167, 45, 496)",5,1
"(167, 45, 496, 5)",1,1
"(66, 11, 1013, 6)",166,1
"(11, 1013, 6, 166)",2,1
"(1013, 6, 166, 2)",1176,1
"(6, 166, 2, 1176)",3,1
"(166, 2, 1176, 3)",312,1
"(7, 112, 9, 1)",1177,1
"(112, 9, 1, 1177)",3,1
"(9, 1, 1177, 3)",2116,1
"(1, 1177, 3, 2116)",10,1
"(1177, 3, 2116, 10)",35,1
"(3, 2116, 10, 35)",8,1
"(2116, 10, 35, 8)",63,1
"(10, 35, 8, 63)",11,1
"(35, 8, 63, 11)",791,1
"(8, 63, 11, 791)",884,1
"(63, 11, 791, 884)",33,1
"(11, 791, 884, 33)",1178,1
"(791, 884, 33, 1178)",9,1
"(884, 33, 1178, 9)",885,1
"(33, 1178, 9, 885)",497,1
"(1178, 9, 885, 497)",18,1
"(9, 885, 497, 18)",169,1
"(885, 497, 18, 169)",4,1
"(497, 18, 169, 4)",498,1
"(18, 169, 4, 498)",9,1
"(169, 4, 498, 9)",8,1
"(4, 498, 9, 8)",300,2
"(498, 9, 8, 300)",1649,2
"(9, 8, 300, 1649)",19,1
"(16, 268, 6, 1014)",1015,1
"(268, 6, 1014, 1015)",2,1
"(6, 1014, 1015, 2)",69,1
"(1014, 1015, 2, 69)",9,1
"(1015, 2, 69, 9)",31,1
"(2, 69, 9, 31)",1179,1
"(69, 9, 31, 1179)",286,1
"(9, 31, 1179, 286)",427,1
"(31, 1179, 286, 427)",6,1
"(1179, 286, 427, 6)",792,1
"(286, 427, 6, 792)",2,1
"(427, 6, 792, 2)",428,1
"(6, 792, 2, 428)",3,1
"(792, 2, 428, 3)",536,1
"(94, 281, 30, 92)",589,1
"(281, 30, 92, 589)",495,1
"(30, 92, 589, 495)",362,1
"(92, 589, 495, 362)",591,1
"(1, 726, 1343, 5)",2117,1
"(726, 1343, 5, 2117)",4,1
"(1343, 5, 2117, 4)",264,1
"(5, 2117, 4, 264)",218,1
"(2117, 4, 264, 218)",2,1
"(4, 264, 218, 2)",429,1
"(264, 218, 2, 429)",19,1
"(218, 2, 429, 19)",286,1
"(2, 429, 19, 286)",4,1
"(429, 19, 286, 4)",233,1
"(19, 286, 4, 233)",5,1
"(286, 4, 233, 5)",1,1
"(4, 233, 5, 1)",726,1
"(233, 5, 1, 726)",530,1
"(5, 1, 726, 530)",1180,1
"(1, 726, 530, 1180)",33,1
"(726, 530, 1180, 33)",2985,1
"(530, 1180, 33, 2985)",1350,1
"(1180, 33, 2985, 1350)",288,1
"(33, 2985, 1350, 288)",3,1
"(2985, 1350, 288, 3)",719,1
"(1350, 288, 3, 719)",30,1
"(288, 3, 719, 30)",19,1
"(3, 719, 30, 19)",77,1
"(719, 30, 19, 77)",2,1
"(30, 19, 77, 2)",1,1
"(118, 7, 48, 71)",54,1
"(7, 48, 71, 54)",98,1
"(48, 71, 54, 98)",28,1
"(71, 54, 98, 28)",64,1
"(54, 98, 28, 64)",2118,1
"(98, 28, 64, 2118)",53,1
"(28, 64, 2118, 53)",592,1
"(64, 2118, 53, 592)",14,1
"(2118, 53, 592, 14)",46,1
"(53, 592, 14, 46)",874,1
"(592, 14, 46, 874)",3,1
"(14, 46, 874, 3)",1651,1
"(46, 874, 3, 1651)",2986,1
"(874, 3, 1651, 2986)",5,1
"(3, 1651, 2986, 5)",41,1
"(14, 722, 2, 1)",34,3
"(722, 2, 1, 34)",133,1
"(2, 1, 34, 133)",7,1
"(1, 34, 133, 7)",593,1
"(34, 133, 7, 593)",363,1
"(133, 7, 593, 363)",4,1
"(7, 593, 363, 4)",1,2
"(593, 363, 4, 1)",1653,1
"(363, 4, 1, 1653)",265,1
"(4, 1, 1653, 265)",35,1
"(1, 1653, 265, 35)",98,1
"(1653, 265, 35, 98)",727,1
"(265, 35, 98, 727)",4,1
"(35, 98, 727, 4)",594,1
"(98, 727, 4, 594)",5,1
"(727, 4, 594, 5)",9,1
"(1, 34, 28, 207)",37,1
"(34, 28, 207, 37)",6,1
"(28, 207, 37, 6)",261,1
"(207, 37, 6, 261)",1654,1
"(37, 6, 261, 1654)",3,1
"(6, 261, 1654, 3)",11,1
"(261, 1654, 3, 11)",143,1
"(1654, 3, 11, 143)",266,1
"(3, 11, 143, 266)",42,1
"(11, 143, 266, 42)",2987,1
"(143, 266, 42, 2987)",14,1
"(266, 42, 2987, 14)",1,1
"(42, 2987, 14, 1)",1655,1
"(2987, 14, 1, 1655)",1656,1
"(14, 1, 1655, 1656)",1649,1
"(1, 1655, 1656, 1649)",32,1
"(1, 289, 34, 425)",2,1
"(289, 34, 425, 2)",151,1
"(425, 2, 151, 260)",5,3
"(2, 151, 260, 5)",1011,1
"(151, 260, 5, 1011)",33,1
"(260, 5, 1011, 33)",23,1
"(5, 1011, 33, 23)",6,1
"(1011, 33, 23, 6)",104,1
"(33, 23, 6, 104)",126,1
"(23, 6, 104, 126)",4,1
"(6, 104, 126, 4)",150,1
"(104, 126, 4, 150)",160,1
"(126, 4, 150, 160)",8,1
"(4, 150, 160, 8)",886,1
"(19, 286, 43, 23)",2119,1
"(286, 43, 23, 2119)",187,1
"(43, 23, 2119, 187)",2,1
"(23, 2119, 187, 2)",8,1
"(2119, 187, 2, 8)",726,1
"(187, 2, 8, 726)",247,1
"(2, 8, 726, 247)",4,1
"(8, 726, 247, 4)",2120,1
"(726, 247, 4, 2120)",5,1
"(247, 4, 2120, 5)",2988,1
"(4, 2120, 5, 2988)",42,1
"(2120, 5, 2988, 42)",2989,1
"(5, 2988, 42, 2989)",3,1
"(2988, 42, 2989, 3)",269,1
"(42, 2989, 3, 269)",5,1
"(2989, 3, 269, 5)",331,1
"(1, 317, 2, 8)",2990,1
"(317, 2, 8, 2990)",1351,1
"(2, 8, 2990, 1351)",28,1
"(8, 2990, 1351, 28)",2121,1
"(2990, 1351, 28, 2121)",78,1
"(1351, 28, 2121, 78)",4,1
"(28, 2121, 78, 4)",1,1
"(2121, 78, 4, 1)",887,1
"(78, 4, 1, 887)",2,1
"(4, 1, 887, 2)",537,1
"(1, 887, 2, 537)",2991,1
"(887, 2, 537, 2991)",3,1
"(2, 537, 2991, 3)",4,1
"(537, 2991, 3, 4)",1,1
"(2991, 3, 4, 1)",301,1
"(3, 4, 1, 301)",3,1
"(4, 1, 301, 3)",430,1
"(1, 301, 3, 430)",2,1
"(301, 3, 430, 2)",1,1
"(3, 430, 2, 1)",31,1
"(430, 2, 1, 31)",282,1
"(2, 1, 31, 282)",3,1
"(1, 31, 282, 3)",170,1
"(31, 282, 3, 170)",30,1
"(282, 3, 170, 30)",1,1
"(3, 170, 30, 1)",318,1
"(170, 30, 1, 318)",1,1
"(30, 1, 318, 1)",793,1
"(1, 318, 1, 793)",3,1
"(318, 1, 793, 3)",84,1
"(1, 793, 3, 84)",2122,1
"(793, 3, 84, 2122)",659,1
"(3, 84, 2122, 659)",29,1
"(84, 2122, 659, 29)",12,1
"(2122, 659, 29, 12)",45,1
"(659, 29, 12, 45)",791,1
"(29, 12, 45, 791)",1017,1
"(12, 45, 791, 1017)",15,1
"(45, 791, 1017, 15)",344,1
"(791, 1017, 15, 344)",3,1
"(1172, 887, 5, 429)",1,1
"(887, 5, 429, 1)",27,1
"(5, 429, 1, 27)",2,1
"(429, 1, 27, 2)",331,1
"(1, 27, 2, 331)",1657,1
"(27, 2, 331, 1657)",28,1
"(2, 331, 1657, 28)",1352,1
"(331, 1657, 28, 1352)",1018,1
"(14, 13, 108, 155)",59,1
"(13, 108, 155, 59)",1,1
"(108, 155, 59, 1)",71,1
"(155, 59, 1, 71)",44,1
"(59, 1, 71, 44)",16,1
"(1, 71, 44, 16)",28,1
"(71, 44, 16, 28)",64,1
"(44, 16, 28, 64)",37,1
"(16, 28, 64, 37)",57,1
"(28, 64, 37, 57)",2,1
"(64, 37, 57, 2)",379,1
"(37, 57, 2, 379)",423,1
"(57, 2, 379, 423)",595,1
"(2123, 98, 1181, 48)",661,1
"(98, 1181, 48, 661)",20,1
"(1181, 48, 661, 20)",1,1
"(48, 661, 20, 1)",1019,1
"(661, 20, 1, 1019)",888,1
"(20, 1, 1019, 888)",2,1
"(1, 1019, 888, 2)",1,1
"(1019, 888, 2, 1)",41,1
"(888, 2, 1, 41)",51,1
"(2, 1, 41, 51)",219,1
"(1, 41, 51, 219)",5,1
"(41, 51, 219, 5)",720,1
"(51, 219, 5, 720)",73,1
"(219, 5, 720, 73)",345,1
"(5, 720, 73, 345)",311,1
"(720, 73, 345, 311)",84,1
"(16, 48, 6, 52)",596,1
"(48, 6, 52, 596)",156,1
"(6, 52, 596, 156)",4,1
"(52, 596, 156, 4)",216,1
"(596, 156, 4, 216)",1,1
"(156, 4, 216, 1)",2993,1
"(4, 216, 1, 2993)",41,1
"(216, 1, 2993, 41)",2124,1
"(1, 2993, 41, 2124)",4,1
"(2993, 41, 2124, 4)",2994,1
"(41, 2124, 4, 2994)",2995,1
"(2124, 4, 2994, 2995)",5,1
"(4, 2994, 2995, 5)",1182,1
"(2994, 2995, 5, 1182)",5,1
"(2995, 5, 1182, 5)",585,1
"(5, 1182, 5, 585)",71,1
"(1182, 5, 585, 71)",44,1
"(5, 585, 71, 44)",35,1
"(585, 71, 44, 35)",2996,1
"(71, 44, 35, 2996)",423,1
"(44, 35, 2996, 423)",1658,1
"(35, 2996, 423, 1658)",5,1
"(2996, 423, 1658, 5)",45,1
"(423, 1658, 5, 45)",31,1
"(1658, 5, 45, 31)",84,1
"(5, 45, 31, 84)",2997,1
"(45, 31, 84, 2997)",3,1
"(31, 84, 2997, 3)",2125,1
"(84, 2997, 3, 2125)",1019,1
"(2997, 3, 2125, 1019)",30,1
"(3, 2125, 1019, 30)",2126,1
"(2125, 1019, 30, 2126)",4,1
"(1019, 30, 2126, 4)",2998,1
"(30, 2126, 4, 2998)",30,1
"(2126, 4, 2998, 30)",2999,1
"(4, 2998, 30, 2999)",4,1
"(2998, 30, 2999, 4)",2127,1
"(30, 2999, 4, 2127)",3,1
"(2999, 4, 2127, 3)",205,1
"(4, 2127, 3, 205)",7,1
"(2127, 3, 205, 7)",56,1
"(3, 205, 7, 56)",1164,1
"(205, 7, 56, 1164)",4,1
"(7, 56, 1164, 4)",3000,1
"(56, 1164, 4, 3000)",3001,1
"(8, 379, 2128, 2)",127,1
"(379, 2128, 2, 127)",317,1
"(2128, 2, 127, 317)",1659,1
"(2, 127, 317, 1659)",78,1
"(127, 317, 1659, 78)",173,1
"(317, 1659, 78, 173)",1,1
"(1659, 78, 173, 1)",423,1
"(380, 8, 44, 66)",33,1
"(8, 44, 66, 33)",23,1
"(44, 66, 33, 23)",236,1
"(66, 33, 23, 236)",242,1
"(33, 23, 236, 242)",10,1
"(23, 236, 242, 10)",1,1
"(236, 242, 10, 1)",41,1
"(242, 10, 1, 41)",4,1
"(10, 1, 41, 4)",144,1
"(1, 41, 4, 144)",107,1
"(41, 4, 144, 107)",78,1
"(4, 144, 107, 78)",8,1
"(144, 107, 78, 8)",1660,1
"(107, 78, 8, 1660)",26,1
"(78, 8, 1660, 26)",538,1
"(8, 1660, 26, 538)",11,1
"(1660, 26, 538, 11)",106,1
"(26, 538, 11, 106)",2,1
"(538, 11, 106, 2)",1,1
"(11, 106, 2, 1)",423,1
"(597, 7, 346, 23)",882,1
"(7, 346, 23, 882)",3003,1
"(1, 1183, 3, 3004)",33,1
"(1183, 3, 3004, 33)",23,1
"(3, 3004, 33, 23)",46,1
"(3004, 33, 23, 46)",126,1
"(33, 23, 46, 126)",10,2
"(23, 46, 126, 10)",1172,1
"(46, 126, 10, 1172)",1661,1
"(126, 10, 1172, 1661)",3,1
"(10, 1172, 1661, 3)",170,1
"(1172, 1661, 3, 170)",234,1
"(1661, 3, 170, 234)",4,1
"(3, 170, 234, 4)",1184,1
"(170, 234, 4, 1184)",4,1
"(234, 4, 1184, 4)",1,1
"(4, 1184, 4, 1)",41,1
"(1184, 4, 1, 41)",40,1
"(4, 1, 41, 40)",365,1
"(1, 41, 40, 365)",1020,1
"(41, 40, 365, 1020)",10,1
"(1, 221, 33, 64)",216,1
"(221, 33, 64, 216)",46,1
"(33, 64, 216, 46)",205,1
"(64, 216, 46, 205)",319,1
"(216, 46, 205, 319)",381,1
"(46, 205, 319, 381)",3,1
"(205, 319, 381, 3)",126,1
"(319, 381, 3, 126)",4,1
"(381, 3, 126, 4)",1021,1
"(3, 126, 4, 1021)",276,1
"(126, 4, 1021, 276)",98,1
"(4, 1021, 276, 98)",4,1
"(1021, 276, 98, 4)",1,1
"(276, 98, 4, 1)",41,1
"(98, 4, 1, 41)",46,1
"(4, 1, 41, 46)",98,1
"(1, 41, 46, 98)",9,1
"(41, 46, 98, 9)",11,1
"(46, 98, 9, 11)",2129,1
"(98, 9, 11, 2129)",382,1
"(9, 11, 2129, 382)",3,1
"(11, 2129, 382, 3)",728,1
"(2129, 382, 3, 728)",3005,1
"(382, 3, 728, 3005)",1662,1
"(3, 728, 3005, 1662)",1354,1
"(728, 3005, 1662, 1354)",200,1
"(3005, 1662, 1354, 200)",22,1
"(1662, 1354, 200, 22)",6,1
"(1354, 200, 22, 6)",377,1
"(200, 22, 6, 377)",166,1
"(22, 6, 377, 166)",2,1
"(6, 377, 166, 2)",180,1
"(377, 166, 2, 180)",3,1
"(166, 2, 180, 3)",22,1
"(2, 180, 3, 22)",6,1
"(180, 3, 22, 6)",365,1
"(3, 22, 6, 365)",2130,1
"(22, 6, 365, 2130)",10,1
"(5, 1663, 289, 44)",98,1
"(1663, 289, 44, 98)",33,1
"(289, 44, 98, 33)",229,1
"(44, 98, 33, 229)",1,1
"(98, 33, 229, 1)",405,1
"(33, 229, 1, 405)",2,1
"(229, 1, 405, 2)",2131,1
"(1, 405, 2, 2131)",3,1
"(405, 2, 2131, 3)",57,1
"(2, 2131, 3, 57)",290,1
"(2131, 3, 57, 290)",36,1
"(3, 57, 290, 36)",2,1
"(16, 33, 23, 6)",58,1
"(33, 23, 6, 58)",2,1
"(23, 6, 58, 2)",2133,1
"(6, 58, 2, 2133)",309,1
"(58, 2, 2133, 309)",39,1
"(2, 2133, 309, 39)",7,1
"(2133, 309, 39, 7)",75,1
"(309, 39, 7, 75)",16,1
"(39, 7, 75, 16)",33,1
"(7, 75, 16, 33)",64,1
"(75, 16, 33, 64)",23,1
"(16, 33, 64, 23)",6,1
"(33, 64, 23, 6)",58,1
"(64, 23, 6, 58)",2,1
"(23, 6, 58, 2)",1022,1
"(6, 58, 2, 1022)",3,1
"(58, 2, 1022, 3)",889,1
"(26, 9, 58, 7)",346,1
"(9, 58, 7, 346)",237,1
"(58, 7, 346, 237)",345,1
"(7, 346, 237, 345)",22,1
"(346, 237, 345, 22)",9,1
"(237, 345, 22, 9)",3006,1
"(345, 22, 9, 3006)",2,1
"(22, 9, 3006, 2)",1185,1
"(9, 3006, 2, 1185)",35,1
"(3006, 2, 1185, 35)",1355,1
"(2, 1185, 35, 1355)",22,1
"(1185, 35, 1355, 22)",457,1
"(35, 1355, 22, 457)",9,1
"(1355, 22, 457, 9)",24,1
"(22, 457, 9, 24)",1356,1
"(457, 9, 24, 1356)",283,1
"(9, 24, 1356, 283)",4,1
"(24, 1356, 283, 4)",98,1
"(1356, 283, 4, 98)",33,1
"(283, 4, 98, 33)",12,1
"(4, 98, 33, 12)",2134,1
"(98, 33, 12, 2134)",890,1
"(33, 12, 2134, 890)",3007,1
"(12, 2134, 890, 3007)",662,1
"(2134, 890, 3007, 662)",2,1
"(890, 3007, 662, 2)",8,1
"(3007, 662, 2, 8)",726,1
"(662, 2, 8, 726)",69,1
"(2, 8, 726, 69)",14,1
"(8, 726, 69, 14)",6,1
"(726, 69, 14, 6)",3008,1
"(17, 43, 729, 1186)",9,1
"(43, 729, 1186, 9)",16,1
"(729, 1186, 9, 16)",48,1
"(1186, 9, 16, 48)",22,1
"(9, 16, 48, 22)",1,1
"(16, 48, 22, 1)",1357,1
"(48, 22, 1, 1357)",663,1
"(22, 1, 1357, 663)",9,1
"(1, 1357, 663, 9)",7,1
"(1357, 663, 9, 7)",877,1
"(663, 9, 7, 877)",1,1
"(9, 7, 877, 1)",730,1
"(7, 877, 1, 730)",795,1
"(877, 1, 730, 795)",206,1
"(1, 730, 795, 206)",4,1
"(730, 795, 206, 4)",1,1
"(795, 206, 4, 1)",1170,1
"(206, 4, 1, 1170)",426,1
"(4, 1, 1170, 426)",71,1
"(1, 1170, 426, 71)",44,1
"(1170, 426, 71, 44)",20,1
"(426, 71, 44, 20)",1,1
"(71, 44, 20, 1)",3009,1
"(44, 20, 1, 3009)",4,1
"(20, 1, 3009, 4)",3010,1
"(1, 3009, 4, 3010)",1,1
"(7, 12, 207, 169)",16,1
"(12, 207, 169, 16)",501,1
"(207, 169, 16, 501)",9,1
"(169, 16, 501, 9)",1,1
"(16, 501, 9, 1)",68,1
"(501, 9, 1, 68)",2,1
"(9, 1, 68, 2)",1,1
"(1, 68, 2, 1)",1358,1
"(68, 2, 1, 1358)",5,1
"(2, 1, 1358, 5)",98,1
"(1, 1358, 5, 98)",11,1
"(1358, 5, 98, 11)",46,1
"(5, 98, 11, 46)",1359,1
"(98, 11, 46, 1359)",10,1
"(11, 46, 1359, 10)",17,1
"(46, 1359, 10, 17)",1,1
"(1359, 10, 17, 1)",423,1
"(10, 17, 1, 423)",27,1
"(17, 1, 423, 27)",3,1
"(1, 423, 27, 3)",17,1
"(423, 27, 3, 17)",598,1
"(27, 3, 17, 598)",4,1
"(3, 17, 598, 4)",1664,1
"(17, 598, 4, 1664)",25,1
"(598, 4, 1664, 25)",502,1
"(4, 1664, 25, 502)",3,1
"(1664, 25, 502, 3)",1360,1
"(14, 7, 664, 26)",1,1
"(7, 664, 26, 1)",58,1
"(664, 26, 1, 58)",7,1
"(26, 1, 58, 7)",227,1
"(1, 58, 7, 227)",3,1
"(58, 7, 227, 3)",891,1
"(7, 227, 3, 891)",1,1
"(227, 3, 891, 1)",3011,1
"(3, 891, 1, 3011)",2,1
"(891, 1, 3011, 2)",1,1
"(5, 1, 731, 2)",1,1
"(1, 731, 2, 1)",1187,1
"(731, 2, 1, 1187)",71,1
"(2, 1, 1187, 71)",585,1
"(1, 1187, 71, 585)",7,1
"(1187, 71, 585, 7)",346,1
"(71, 585, 7, 346)",162,1
"(585, 7, 346, 162)",3012,1
"(7, 346, 162, 3012)",4,1
"(346, 162, 3012, 4)",332,1
"(162, 3012, 4, 332)",14,1
"(3012, 4, 332, 14)",76,1
"(4, 332, 14, 76)",2,1
"(332, 14, 76, 2)",98,1
"(14, 76, 2, 98)",461,2
"(76, 2, 98, 461)",1,1
"(2, 98, 461, 1)",1023,1
"(98, 461, 1, 1023)",4,1
"(461, 1, 1023, 4)",1,1
"(1, 1023, 4, 1)",110,1
"(1023, 4, 1, 110)",224,1
"(4, 1, 110, 224)",2,1
"(1, 110, 224, 2)",24,1
"(110, 224, 2, 24)",796,1
"(224, 2, 24, 796)",14,1
"(2, 24, 796, 14)",7,1
"(24, 796, 14, 7)",12,1
"(796, 14, 7, 12)",2136,1
"(14, 7, 12, 2136)",4,1
"(7, 12, 2136, 4)",167,1
"(12, 2136, 4, 167)",10,1
"(2136, 4, 167, 10)",47,1
"(4, 167, 10, 47)",86,1
"(167, 10, 47, 86)",1188,1
"(10, 47, 86, 1188)",1010,1
"(16, 11, 64, 24)",665,1
"(11, 64, 24, 665)",3,1
"(64, 24, 665, 3)",24,1
"(7, 666, 652, 9)",7,1
"(666, 652, 9, 7)",48,1
"(652, 9, 7, 48)",20,1
"(9, 7, 48, 20)",24,1
"(7, 48, 20, 24)",99,1
"(48, 20, 24, 99)",4,1
"(20, 24, 99, 4)",98,1
"(24, 99, 4, 98)",80,1
"(99, 4, 98, 80)",24,1
"(4, 98, 80, 24)",539,1
"(118, 212, 3, 118)",7,1
"(212, 3, 118, 7)",62,1
"(3, 118, 7, 62)",2137,1
"(118, 7, 62, 2137)",3013,1
"(7, 62, 2137, 3013)",54,1
"(62, 2137, 3013, 54)",5,1
"(2137, 3013, 54, 5)",1007,1
"(3013, 54, 5, 1007)",5,1
"(54, 5, 1007, 5)",1361,1
"(5, 1007, 5, 1361)",2138,1
"(1007, 5, 1361, 2138)",7,1
"(5, 1361, 2138, 7)",12,1
"(1361, 2138, 7, 12)",376,1
"(2138, 7, 12, 376)",106,1
"(7, 12, 376, 106)",2,1
"(12, 376, 106, 2)",8,1
"(376, 106, 2, 8)",3014,1
"(106, 2, 8, 3014)",1665,1
"(2, 8, 3014, 1665)",797,1
"(7, 12, 165, 5)",1,1
"(12, 165, 5, 1)",1666,1
"(165, 5, 1, 1666)",3,1
"(5, 1, 1666, 3)",1,1
"(1, 1666, 3, 1)",2139,1
"(1666, 3, 1, 2139)",1,1
"(3, 1, 2139, 1)",209,1
"(1, 2139, 1, 209)",3,1
"(2139, 1, 209, 3)",1,1
"(1, 209, 3, 1)",366,1
"(209, 3, 1, 366)",9,1
"(3, 1, 366, 9)",12,1
"(1, 366, 9, 12)",892,1
"(366, 9, 12, 892)",8,1
"(9, 12, 892, 8)",726,1
"(12, 892, 8, 726)",97,1
"(892, 8, 726, 97)",59,1
"(8, 726, 97, 59)",47,1
"(726, 97, 59, 47)",86,1
"(97, 59, 47, 86)",181,1
"(39, 13, 267, 108)",160,1
"(13, 267, 108, 160)",14,1
"(267, 108, 160, 14)",91,1
"(108, 160, 14, 91)",14,1
"(98, 28, 207, 37)",6,1
"(28, 207, 37, 6)",63,1
"(207, 37, 6, 63)",20,1
"(37, 6, 63, 20)",1,1
"(6, 63, 20, 1)",798,1
"(63, 20, 1, 798)",3,1
"(20, 1, 798, 3)",33,1
"(1, 798, 3, 33)",462,1
"(798, 3, 33, 462)",20,1
"(3, 33, 462, 20)",143,1
"(33, 462, 20, 143)",45,1
"(462, 20, 143, 45)",16,1
"(20, 143, 45, 16)",11,1
"(143, 45, 16, 11)",49,1
"(45, 16, 11, 49)",10,1
"(16, 11, 49, 10)",1362,1
"(11, 49, 10, 1362)",9,1
"(49, 10, 1362, 9)",1,1
"(10, 1362, 9, 1)",3015,1
"(1362, 9, 1, 3015)",11,1
"(9, 1, 3015, 11)",3016,1
"(1, 3015, 11, 3016)",98,1
"(5, 1, 3019, 2)",1,1
"(1, 3019, 2, 1)",503,1
"(3019, 2, 1, 503)",1363,1
"(2, 1, 503, 1363)",1189,1
"(1, 503, 1363, 1189)",3,1
"(503, 1363, 1189, 3)",1,1
"(1363, 1189, 3, 1)",2140,1
"(1189, 3, 1, 2140)",1190,1
"(3, 1, 2140, 1190)",1024,1
"(1, 2140, 1190, 1024)",1,1
"(2140, 1190, 1024, 1)",76,1
"(1190, 1024, 1, 76)",878,1
"(1024, 1, 76, 878)",20,1
"(76, 878, 20, 1)",1025,1
"(878, 20, 1, 1025)",2,1
"(20, 1, 1025, 2)",3020,1
"(1, 1025, 2, 3020)",287,1
"(1025, 2, 3020, 287)",2,1
"(2, 3020, 287, 2)",15,1
"(3020, 287, 2, 15)",732,1
"(287, 2, 15, 732)",14,2
"(2, 15, 732, 14)",667,2
"(15, 732, 14, 667)",2,2
"(732, 14, 667, 2)",329,2
"(14, 667, 2, 329)",2141,2
"(667, 2, 329, 2141)",3,2
"(2, 329, 2141, 3)",463,2
"(329, 2141, 3, 463)",2,2
"(2141, 3, 463, 2)",165,2
"(3, 463, 2, 165)",893,2
"(463, 2, 165, 893)",3,2
"(2, 165, 893, 3)",334,2
"(165, 893, 3, 334)",35,2
"(893, 3, 334, 35)",11,2
"(3, 334, 35, 11)",345,2
"(334, 35, 11, 345)",733,2
"(35, 11, 345, 733)",26,2
"(11, 345, 733, 26)",8,2
"(345, 733, 26, 8)",58,2
"(733, 26, 8, 58)",2,2
"(26, 8, 58, 2)",44,3
"(8, 58, 2, 44)",45,2
"(58, 2, 44, 45)",31,2
"(2, 44, 45, 31)",367,2
"(44, 45, 31, 367)",4,2
"(45, 31, 367, 4)",223,2
"(31, 367, 4, 223)",61,2
"(367, 4, 223, 61)",1667,2
"(66, 11, 6, 1191)",2142,2
"(11, 6, 1191, 2142)",4,2
"(6, 1191, 2142, 4)",1,2
"(1191, 2142, 4, 1)",2143,2
"(2142, 4, 1, 2143)",2,2
"(4, 1, 2143, 2)",3021,1
"(1, 2143, 2, 3021)",36,1
"(2143, 2, 3021, 36)",136,1
"(2, 3021, 36, 136)",50,1
"(3021, 36, 136, 50)",7,1
"(36, 136, 50, 7)",799,1
"(136, 50, 7, 799)",173,1
"(50, 7, 799, 173)",1,1
"(7, 799, 173, 1)",1668,1
"(799, 173, 1, 1668)",2,1
"(173, 1, 1668, 2)",1339,1
"(1, 1668, 2, 1339)",161,1
"(1668, 2, 1339, 161)",5,1
"(2, 1339, 161, 5)",90,1
"(1339, 161, 5, 90)",48,1
"(161, 5, 90, 48)",24,1
